recorded_at_utc,schema_version,script,script_version,git_commit,benchmark_name,primary_key,transport,mode,target_id,endpoint,target_description,target_network_scope,namespace,widget_name,zone_name,count,success_count,error_count,concurrency,duration_ms_requested,e2e_latency_ms,send_phase_ms,result_drain_ms,throughput_rps,send_rps,end_to_end_rps,min_ms,p50_ms,p95_ms,p99_ms,max_ms,mean_ms,stddev_ms,bytes_out,bytes_in,bytes_out_per_success,bytes_in_per_success,transition_ms,ttl_us,start_value,end_value,merge_key,result_timeout_ms,expect_results,warnings_count,sample_error,label_template_hash,zone_text_template_hash,run_notes,trace_spec_ref,trace_rfc_ref,trace_doctrine_ref,trace_budget_ref,expected_e2e_ms_max,expected_p95_ms_max,expected_p99_ms_max,expected_throughput_rps_min,expected_error_rate_max,primary_key_fields_json
2026-05-09T10:42:36+00:00,1,mcp_publish_perf.py,1.0,ae955bf,windows-baseline-mcp-zone-status-bar-n100,c4ec9723411b2aaac09ad752a9526dc102e887b24c9299b3c9e19d36e3dbce82,mcp_http,zone,user-test-windows-tailnet,http://tzehouse-windows.parrot-hen.ts.net:9090/mcp,Primary Windows HUD target used by /user-test,tailnet,user-test-performance,,status-bar,100,0,100,1,0,1790.06,,,0.0,,,13.98,17.29,22.47,27.57,28.17,17.88,2.71,18784,6903,,,,60000000,,,,,,0,zone media type mismatch for zone 'status-bar',,2a589af8b901a166201550a17b7af5b16cf4d807d2c34602f9ad7c1c6b75719d,,openspec/changes/windows-first-performant-runtime/tasks.md#2,,about/heart-and-soul/validation.md,,,,,,,"{""concurrency"":1,""count"":100,""duration_ms_requested"":0,""end_value"":0.0,""endpoint"":""http://tzehouse-windows.parrot-hen.ts.net:9090/mcp"",""expected_e2e_ms_max"":null,""expected_error_rate_max"":null,""expected_p95_ms_max"":null,""expected_p99_ms_max"":null,""expected_throughput_rps_min"":null,""label_template_hash"":"""",""merge_key"":"""",""mode"":""zone"",""namespace"":""user-test-performance"",""schema_version"":1,""start_value"":0.0,""target_id"":""user-test-windows-tailnet"",""target_network_scope"":""tailnet"",""trace_budget_ref"":"""",""trace_doctrine_ref"":""about/heart-and-soul/validation.md"",""trace_rfc_ref"":"""",""trace_spec_ref"":""openspec/changes/windows-first-performant-runtime/tasks.md#2"",""transition_ms"":0,""transport"":""mcp_http"",""ttl_us"":60000000,""widget_name"":"""",""zone_name"":""status-bar"",""zone_text_template_hash"":""2a589af8b901a166201550a17b7af5b16cf4d807d2c34602f9ad7c1c6b75719d""}"
2026-05-09T10:43:03+00:00,1,mcp_publish_perf.py,1.0,ae955bf,windows-baseline-mcp-zone-subtitle-n100,8a47bb2741a648eca062dc5aa7af273796b0fe19959dec406be59f23ace30778,mcp_http,zone,user-test-windows-tailnet,http://tzehouse-windows.parrot-hen.ts.net:9090/mcp,Primary Windows HUD target used by /user-test,tailnet,user-test-performance,,subtitle,100,0,100,1,0,1880.78,,,0.0,,,13.9,17.89,26.95,33.11,35.29,18.79,4.07,18584,0,,,,60000000,,,,,,0,Remote end closed connection without response,,2a589af8b901a166201550a17b7af5b16cf4d807d2c34602f9ad7c1c6b75719d,,openspec/changes/windows-first-performant-runtime/tasks.md#2,,about/heart-and-soul/validation.md,,,,,,,"{""concurrency"":1,""count"":100,""duration_ms_requested"":0,""end_value"":0.0,""endpoint"":""http://tzehouse-windows.parrot-hen.ts.net:9090/mcp"",""expected_e2e_ms_max"":null,""expected_error_rate_max"":null,""expected_p95_ms_max"":null,""expected_p99_ms_max"":null,""expected_throughput_rps_min"":null,""label_template_hash"":"""",""merge_key"":"""",""mode"":""zone"",""namespace"":""user-test-performance"",""schema_version"":1,""start_value"":0.0,""target_id"":""user-test-windows-tailnet"",""target_network_scope"":""tailnet"",""trace_budget_ref"":"""",""trace_doctrine_ref"":""about/heart-and-soul/validation.md"",""trace_rfc_ref"":"""",""trace_spec_ref"":""openspec/changes/windows-first-performant-runtime/tasks.md#2"",""transition_ms"":0,""transport"":""mcp_http"",""ttl_us"":60000000,""widget_name"":"""",""zone_name"":""subtitle"",""zone_text_template_hash"":""2a589af8b901a166201550a17b7af5b16cf4d807d2c34602f9ad7c1c6b75719d""}"
